region_name,state_abbr,city_name,total_revenue,num_orders
Northeast,RN,marcelino vieira,169.02,1
South,PR,itaguajé,168.96,2
Northeast,RN,carnauba dos dantas,168.45000000000002,1
Northeast,AL,pilar,168.36,3
Southeast,MG,urucuia,168.29000000000002,1
Southeast,MG,paula candido,168.19,1
Northeast,RN,rodolfo fernandes,168.19,2
Southeast,ES,vila nelita,167.98,2
South,RS,ibarama,167.92000000000002,1
Central-West,GO,agua fria de goias,167.81,1
South,PR,ourizona,167.8,1
Southeast,MG,matutina,167.66,2
South,PR,quatro pontes,167.66,1
Northeast,PB,aroeiras,167.48000000000002,1
North,TO,carmolandia,167.45,1
Southeast,MG,itatiaiucu,167.15,2
South,PR,maua da serra,167.12,2
Central-West,MT,juscimeira,167.0,2
Southeast,SP,são francisco,166.72,2
Northeast,PB,santa cecilia de umbuzeiro,166.71,1
Southeast,MG,piracema,166.59,1
Northeast,PE,jurema,166.45999999999998,2
Southeast,SP,jaborandi,166.38,3
South,PR,adhemar de barros,166.29,1
Southeast,MG,angustura,166.29,1
Northeast,PE,caetés,166.04000000000002,1
Northeast,BA,apora,165.9,3
South,RS,alto alegre,165.72,1
South,SC,paial,165.71,1
North,RO,mirante da serra,165.60000000000002,1
Southeast,MG,são joão das missões,165.15,2
Southeast,SP,tecainda,165.13,1
South,RS,protasio alves,165.06,2
South,SC,jose boiteux,165.0,1
North,PA,santa maria do pará,164.89,2
Northeast,BA,itagi,164.64,2
Northeast,PB,alagoa nova,164.29,1
Northeast,MA,vitória do mearim,164.0,2
Northeast,SE,carmópolis,163.45,2
Southeast,MG,dom joaquim,163.38,1
Central-West,GO,corumba de goias,163.28,2
South,RS,vespasiano correa,163.25,1
South,SC,floripa,163.09,2
North,TO,araguaçu,162.86,1
Northeast,PB,bonito de santa fe,162.85,1
Northeast,CE,ocara,162.69,2
North,TO,centenario,162.47,1
Southeast,MG,guiricema,161.56,1
South,PR,jardim alegre,161.44,2
Southeast,MG,piau,161.44,2
North,RO,cerejeiras,161.23,1
Southeast,MG,inhaúma,161.20999999999998,2
Northeast,BA,sao desiderio,161.19,1
South,PR,ipiranga,161.08999999999997,3
Central-West,GO,araguapaz,160.89,2
Northeast,CE,meruoca,160.85,2
South,PR,tamarana,160.84,2
South,RS,esmeralda,160.76,1
Northeast,CE,oros,160.71,2
Central-West,MT,itiquira,160.66,1
Northeast,RN,sao fernando,160.58,1
Northeast,RN,extremoz,160.14,2
Northeast,PB,araruna,159.85,1
Northeast,PB,riacho de santo antonio,159.6,1
Northeast,BA,mascote,158.99,2
North,TO,duere,158.77,1
Southeast,MG,central de santa helena,158.76,1
Southeast,MG,santa cruz do prata,158.72,2
South,PR,doutor ulysses,158.61,1
South,SC,morro grande,158.57999999999998,1
Northeast,PI,santa cruz do piaui,158.38,1
Northeast,PB,juripiranga,157.99,1
South,PR,grandes rios,157.75,2
Southeast,SP,igaraçu do tietê,157.66,4
Northeast,RN,felipe guerra,157.64999999999998,1
Southeast,MG,sabara,157.60000000000002,1
Southeast,MG,itabirinha de mantena,157.41,1
Northeast,BA,ibitiara,157.28,1
Northeast,BA,mundo novo,157.28,1
Southeast,MG,aracitaba,156.74,2
Central-West,MT,porto estrela,156.72,1
South,SC,abdon batista,156.70000000000002,1
Northeast,BA,paripiranga,156.65,2
South,RS,sao joao da urtiga,156.64000000000001,1
Southeast,MG,chale,156.22,2
Southeast,MG,presidente kubitschek,156.06,2
South,RS,silveira martins,155.14,1
Northeast,PB,nova floresta,155.0,1
South,PR,sede alvorada,154.9,1
South,PR,imbaú,154.87,2
Northeast,MA,boa vista do gurupi,154.75,2
South,RS,barão de cotegipe,154.70999999999998,2
Northeast,MA,miranda do norte,154.64,1
Southeast,MG,dionisio,154.42000000000002,2
Southeast,SP,neves paulista,154.32,3
Central-West,MT,conquista d'oeste,154.04,1
Southeast,MG,brejo bonito,153.9,1
South,PR,cantagalo,153.84,2
Northeast,PI,luís correia,153.36,1
Central-West,MS,anastácio,153.35,2
South,SC,cerro negro,153.32,1
Southeast,MG,senador modestino gonçalves,153.17000000000002,2
South,PR,iguatu,153.04000000000002,1
Northeast,AL,ibateguara,152.86,2
South,PR,farol,152.72,1
South,RS,caseiros,152.66,1
Southeast,MG,pirajuba,152.61,1
Northeast,AL,dois riachos,152.25,1
South,SC,coronel martins,152.14,2
Southeast,MG,salto da divisa,151.66000000000003,2
Southeast,MG,planura,151.1,2
South,PR,mandirituba,151.08,2
Northeast,AL,pau d'arco,150.98000000000002,1
Southeast,MG,liberdade,150.9,3
Northeast,PB,várzea,150.18,1
Northeast,CE,flores,149.9,1
Central-West,GO,mairipotaba,149.65,1
Northeast,PI,lagoinha do piauí,149.61,1
South,PR,rancho alegre d'oeste,149.29,1
North,PA,monte alegre,149.26,1
Southeast,ES,divino de sao lourenco,149.16,1
Northeast,MA,cajapio,149.16,1
Northeast,CE,mucambo,149.14000000000001,1
Northeast,MA,sao joao batista,149.11,1
Southeast,RJ,sacra família do tinguá,149.04,1
Central-West,GO,santo antonio de goias,149.02,1
Southeast,MG,grupiara,148.94,1
South,RS,barra do rio azul,148.71,1
South,PR,entre rios do oeste,148.57999999999998,3
Central-West,GO,são luiz do norte,148.33,1
Northeast,RN,jandaira,148.22,1
Southeast,MG,ibiracatu,148.15,1
South,RS,chiapetta,148.15,1
South,PR,cruzeiro do iguaçu,148.15,1
North,TO,pugmil,148.15,1
Northeast,BA,wagner,147.69,1
Northeast,BA,biritinga,147.57,1
Southeast,MG,estrela do indaiá,147.5,2
Northeast,PB,manaíra,147.4,1
Northeast,CE,aiuaba,147.38,1
Southeast,MG,ferros,147.36,2
Northeast,PE,água preta,147.34,1
Southeast,MG,ribeirao das neves,147.04,1
Northeast,BA,governador lomanto junior,146.57999999999998,1
South,RS,capitao,146.5,1
Southeast,MG,passa tempo,146.46,1
Southeast,MG,durande,146.19,2
South,RS,andre da rocha,146.13,1
Southeast,MG,pocoes de paineiras,145.95000000000002,1
South,RS,sao francisco de assis,145.39,2
Northeast,SE,cristinapolis,145.37,1
Central-West,MT,tapurah,145.11,1
South,SC,lajeado grande,145.08,1
Northeast,BA,anguera,144.99,1
North,TO,augustinopolis,144.89,1
Northeast,BA,itagibá,144.86,2
Northeast,RN,tibau do sul,144.79,1
South,SC,peritiba,144.70999999999998,2
Southeast,MG,comercinho,144.65,1
Southeast,SP,jeriquara,144.65,1
Southeast,MG,corrego fundo,144.65,1
Southeast,ES,brejetuba,144.54,1
Northeast,AL,são josé da tapera,144.47,1
Southeast,MG,jacinto,144.46,2
Southeast,MG,cruzeiro da fortaleza,144.3,2
Southeast,SP,santa barbara d'oeste,144.20999999999998,2
Northeast,MA,presidente médici,143.99,1
South,RS,augusto pestana,143.95,2
Southeast,SP,jaci,143.41,2
Northeast,MA,moncao,143.35999999999999,1
Northeast,BA,brejões,143.34,1
Southeast,SP,guzolandia,143.31,1
Southeast,MG,sao geraldo do baguari,142.96,1
South,PR,sao pedro do iguacu,142.96,1
Northeast,BA,central,142.89,1
Northeast,PI,avelino lopes,142.72,2
South,PR,turvo,142.68,2
Southeast,MG,cachoeira dourada,142.67000000000002,1
Northeast,PE,machados,142.66,1
Northeast,PE,orobó,142.63,1
Northeast,PB,serra branca,142.26,1
South,SC,angelina,142.04999999999998,1
Southeast,SP,gaviao peixoto,142.04000000000002,2
Northeast,CE,barreira,142.01,1
Southeast,MG,francisco dumont,141.87,2
Northeast,PB,sao francisco,141.75,1
South,RS,charrua,141.63,1
Northeast,BA,ibirapua,141.42,1
Southeast,SP,mariápolis,140.98000000000002,2
Southeast,MG,agua comprida,140.65,2
Southeast,SP,tapirai,140.53000000000003,2
South,PR,paranapoema,140.49,1
Southeast,SP,meridiano,140.47,1
Southeast,SP,presidente alves,140.42,2
Central-West,GO,ipiranga de goiás,139.98000000000002,1
Northeast,CE,banabuiú,139.61,1
South,PR,iretama,139.59,1
North,AC,brasileia,139.53,1
North,AC,epitaciolândia,139.52,1
Northeast,BA,maiquinique,139.48000000000002,1
South,RS,erebango,139.42,1
North,TO,divinópolis do tocantins,139.26999999999998,1
Southeast,SP,nova canaã paulista,139.15,2
Southeast,ES,braco do rio,138.93,2
Southeast,SP,natividade da serra,138.89,1
South,RS,são nicolau,138.6,1
Northeast,SE,japaratuba,138.24,1
Northeast,MA,brejo,138.24,1
Northeast,AL,cajueiro,138.15,1
South,PR,manfrinopolis,138.07999999999998,1
Southeast,MG,sardoa,137.99,1
Northeast,RN,vila flor,137.98000000000002,1
Southeast,MG,campo alegre de minas,137.93,1
Northeast,AL,atalaia,137.65,1
South,SC,zortea,137.57,2
Northeast,BA,wenceslau guimaraes,137.5,1
Southeast,MG,sao domingos das dores,137.4,2
North,AP,vitoria do jari,137.27,1
South,RS,mariano moro,137.26,1
Southeast,MG,goianá,137.25,3
Northeast,PB,arara,137.14000000000001,1
Northeast,PB,sao mamede,137.1,1
South,PR,sao jose da boa vista,137.07,1
South,SC,sao cristovao do sul,137.07,1
Northeast,MA,vargem grande,137.01,1
South,RS,alpestre,136.98000000000002,1
South,SC,treviso,136.98000000000002,1
Northeast,CE,palhano,136.6,1
South,RS,nova araçá,136.59,1
Southeast,MG,serranopolis de minas,136.5,1
Southeast,ES,governador lindenberg,136.28,2
Northeast,CE,independencia,136.05,1
Southeast,MG,antunes,135.39,1
Southeast,SP,pontes gestal,135.07999999999998,1
Southeast,SP,tapinas,135.07999999999998,1
Southeast,SP,venda branca,134.82999999999998,1
Southeast,MG,umburatiba,134.7,1
Central-West,MT,sao felix do araguaia,134.64,1
Southeast,MG,bela vista de minas,134.51,1
Southeast,MG,patrocinio do muriae,134.38,2
Southeast,SP,candido rodrigues,134.3,4
Southeast,MG,crisolita,134.24,2
Northeast,MA,benedito leite,134.12,1
Northeast,MA,lago verde,134.01,1
South,PR,california,133.95,2
Northeast,PE,ferreiros,133.94,1
South,RS,ipiranga do sul,133.25,1
Northeast,MA,são benedito do rio preto,133.22,1
North,PA,nova timboteua,133.05,1
North,RO,cujubim,132.94,1
Northeast,PB,assuncao,132.69,1
Southeast,MG,japaraiba,132.46,1
Central-West,MS,pedro gomes,132.38,1
South,RS,barracao,132.2,2
Northeast,BA,barro alto,132.18,2
Northeast,AL,agua branca,132.1,1
Southeast,MG,varjao de minas,131.89999999999998,2
South,RS,quevedos,131.69,2
Northeast,BA,sítio do quinto,131.65,2
Northeast,PE,pombos,131.43,1
Northeast,BA,piatã,131.35,2
Southeast,SP,getulina,131.02,2
Central-West,GO,jussara,130.91,3
South,RS,lindolfo collor,130.65,1
Central-West,GO,portelandia,130.63,2
Northeast,BA,canarana,130.59,1
Northeast,CE,antonina do norte,130.57999999999998,1
South,PR,nova santa barbara,130.53,1
Southeast,MG,alexandrita,130.0,1
Southeast,MG,sao bras do suacui,129.71,2
Central-West,GO,arenopolis,128.9,1
Southeast,MG,união de minas,128.71,3
Northeast,SE,monte alegre de sergipe,128.0,1
Northeast,PE,itaquitinga,127.78999999999999,2
South,RS,cotiporã,127.53,1
Northeast,BA,banzae,127.41999999999999,1
Northeast,PB,lucena,127.17,1
Northeast,PE,xexeu,126.16,1
Southeast,RJ,conrado,126.12,1
Northeast,PB,brejo dos santos,125.94,1
South,RS,herveiras,125.52,1
Northeast,CE,jaguaribara,125.23,1
Northeast,BA,campo alegre de lourdes,124.88999999999999,1
South,PR,pato bragado,124.83,2
North,TO,barrolandia,124.53999999999999,2
Northeast,MA,buritirana,124.43,1
Central-West,MT,santo antonio do leverger,124.41,1
Northeast,MA,santa rita,124.33000000000001,1
Northeast,RN,coronel joao pessoa,124.33000000000001,1
Southeast,MG,riachinho,124.05000000000001,2
Northeast,BA,umburanas,123.75,1
Central-West,MT,nova ubiratã,123.75,1
South,PR,são jorge do patrocínio,123.72000000000001,2
Southeast,MG,claro dos pocoes,123.67999999999999,1
Southeast,MG,porto firme,123.49,1
Southeast,MG,felisburgo,123.47,1
Central-West,GO,barro alto,123.33000000000001,1
Northeast,MA,alto alegre do maranhao,123.32000000000001,1
Southeast,MG,guarda-mor,123.11000000000001,2
North,TO,ananás,122.75999999999999,1
Northeast,BA,caturama,122.68,2
North,TO,esperantina,122.58,1
South,PR,novo itacolomi,122.22,1
South,RS,sao pedro do sul,121.97,1
Southeast,SP,macaubal,121.91,1
South,RS,coqueiro baixo,121.75999999999999,2
Southeast,MG,capela nova,121.27,1
Northeast,BA,gentio do ouro,121.1,1
South,SC,frei rogério,121.09,1
Northeast,PB,montadas,120.89999999999999,1
Southeast,MG,bom jesus da penha,120.84,2
Northeast,PE,araçoiaba,120.71000000000001,2
South,SC,lindoia do sul,120.22,1
Northeast,BA,conceicao do almeida,120.14,1
Southeast,SP,anhembi,120.09,1
North,RO,ministro andreazza,120.05000000000001,1
South,PR,são carlos do ivaí,119.95,1
South,RS,fortaleza dos valos,119.95,1
Southeast,MG,santo hipolito,119.88000000000001,1
Southeast,MG,olhos d'agua,119.84,1
Northeast,RN,janduís,119.38,1
Northeast,BA,elisio medrado,118.75,2
South,PR,douradina,118.65,1
Northeast,BA,barrocas,118.25999999999999,1
Northeast,CE,assaré,118.25999999999999,1
Southeast,SP,coronel macedo,118.25,2
Northeast,SE,nossa senhora de lourdes,118.1,1
Southeast,SP,sao pedro do turvo,117.9,2
Southeast,SP,nova guataporanga,117.75999999999999,1
Central-West,GO,itaguaru,117.66,2
Central-West,GO,turvania,117.35,2
South,PR,vila nova,117.19,2
North,TO,peixe,117.16,1
Northeast,BA,retirolândia,117.0,1
South,RS,aguas claras,116.96,1
Southeast,SP,paulistania,116.94,1
Southeast,MG,vermelho,116.78999999999999,1
South,RS,monte belo do sul,116.74000000000001,1
South,SC,sao bonifacio,116.46000000000001,1
Northeast,BA,planalto,116.45,1
South,SC,guaporanga,116.27,2
Northeast,BA,governador mangabeira,116.26,1
South,RS,sao pedro do butia,116.19,1
Northeast,MA,são joão do paraíso,115.92000000000002,1
Northeast,RN,frutuoso gomes,115.87,1
Southeast,RJ,sao jose do ribeirao,115.84,1
South,RS,santana da boa vista,115.8,2
Northeast,MA,santa luzia do parua,115.78,1
North,PA,aurora do para,115.46000000000001,1
Southeast,SP,santa clara d'oeste,115.44,1
Southeast,MG,bonito de minas,115.44,1
South,RS,santa maria do herval,115.44,1
Southeast,MG,sao francisco de paula,115.41999999999999,2
Northeast,SE,campo do brito,114.89,1
Central-West,MT,ipiranga do norte,114.83,1
Northeast,PE,nazaré da mata,114.56,1
Central-West,MT,figueirópolis doeste,114.42,2
Northeast,AL,novo lino,114.26,1
Southeast,MG,ouro verde de minas,114.19,2
Central-West,GO,itaguacu,114.1,2
Northeast,BA,cristopolis,113.94999999999999,2
North,TO,almas,113.56,1
Northeast,SE,aquidabã,113.55,1
Southeast,MG,materlandia,113.46000000000001,2
North,TO,praia norte,113.35,1
Southeast,MG,palmópolis,113.19999999999999,1
Central-West,GO,goiandira,113.13000000000001,1
Northeast,PB,jerico,113.08,1
Central-West,GO,aragoiânia,112.9,1
Southeast,MG,arapuá,112.77,1
Southeast,SP,piquerobi,112.45,1
Northeast,PI,inhuma,112.35,1
Southeast,SP,rubineia,112.2,1
South,RS,sinimbu,112.11000000000001,2
Southeast,SP,novais,111.99000000000001,1
South,RS,eugenio de castro,111.76,1
Southeast,SP,aramina,111.61000000000001,1
Central-West,MS,deodapolis,111.21000000000001,2
Central-West,MS,caracol,111.1,1
Northeast,AL,coite do noia,111.01,1
Northeast,BA,piripá,110.84,2
Central-West,MS,jaraguari,110.52,2
Northeast,AL,passo de camaragibe,110.27999999999999,1
Northeast,BA,andaraí,109.5,1
Southeast,MG,ingai,109.38,1
Northeast,MA,joselandia,109.17999999999999,1
Southeast,MG,juvenilia,109.1,2
Northeast,PE,cha de alegria,108.94999999999999,1
North,RO,cacaulandia,108.73,1
Southeast,MG,lamim,108.63000000000001,1
Northeast,BA,várzea nova,108.53,1
Southeast,SP,serra azul,108.52000000000001,1
Southeast,MG,bias fortes,108.47999999999999,2
Southeast,MG,brás pires,108.02,2
Northeast,PE,são joaquim do monte,107.95,1
South,PR,marilena,107.86999999999999,1
Central-West,MS,bandeirantes,107.78,1
South,PR,bom sucesso,107.78,1
Southeast,ES,santa leopoldina,107.78,1
South,PR,guapirama,107.78,1
Southeast,ES,atilio vivacqua,107.78,1
Southeast,MG,fonseca,107.53,1
Northeast,PI,lagoa de sao francisco,107.02,1
Southeast,SP,monte castelo,106.89,1
South,PR,coronel domingos soares,106.87,1
South,RS,vanini,106.87,1
South,RS,general camara,106.87,1
Northeast,RN,messias targino,106.85,1
South,RS,aratiba,106.49,1
Northeast,PI,lagoa do piaui,106.38,1
Northeast,MA,matoes,106.3,1
Northeast,CE,itapiuna,106.24000000000001,2
Central-West,MS,coronel sapucaia,106.23,1
Southeast,SP,redencao da serra,106.23,1
Southeast,MG,entre folhas,106.07,1
Southeast,ES,paraju,105.74000000000001,1
Southeast,MG,vitorinos,105.36999999999999,1
Central-West,GO,britania,105.36999999999999,1
South,PR,campo bonito,105.30000000000001,1
Central-West,GO,jaupaci,105.28,1
Southeast,MG,braunas,105.28,1
Southeast,RJ,penedo,105.28,1
South,RS,pedras altas,105.28,1
Southeast,MG,ilicínea,105.28,1
Southeast,MG,estrela do sul,105.28,1
Northeast,BA,santa brigida,104.73,1
South,PR,contenda,104.61000000000001,1
South,SC,aguas mornas,104.52000000000001,1
Southeast,MG,taparuba,104.37,1
Southeast,RJ,itaguai,104.37,1
Northeast,PE,tacaratu,104.35000000000001,1
North,AC,porto acre,104.35000000000001,1
Northeast,BA,muquem de sao francisco,104.21,2
South,RS,santo antonio do palma,104.09,2
Southeast,ES,novo brasil,103.75,1
South,PR,engenheiro beltrao,103.35999999999999,2
Southeast,MG,monte formoso,103.19,2
Northeast,BA,cotegipe,103.14999999999999,1
South,RS,guarani das missões,102.94,2
Southeast,SP,buritizal,102.88,2
South,RS,dezesseis de novembro,102.75,1
South,RS,rio dos indios,102.75,1
South,RS,sao jose do inhacora,102.69999999999999,1
South,PR,rancho alegre,102.66000000000001,1
South,RS,senador salgado filho,102.49,1
Northeast,BA,adustina,102.27,1
Southeast,SP,riversul,102.03,1
Northeast,RN,angicos,101.77,1
Northeast,BA,castro alves,101.76,2
Southeast,SP,vargem,101.5,2
South,RS,vila nova do sul,101.34,1
Southeast,MG,sapucaia,101.25,1
Northeast,AL,maribondo,100.97,1
Northeast,SE,ribeirópolis,100.77000000000001,1
Northeast,MA,santa quiteria do maranhao,100.75,1
Southeast,SP,espigao,100.52,2
South,PR,guairaçá,100.44,1
South,PR,nova esperanca do sudoeste,100.33,1
Northeast,CE,itarema,99.95,1
Southeast,MG,coronel pacheco,99.9,1
Northeast,CE,caridade,99.9,1
South,SC,paraíso,99.65,1
South,PR,querencia do norte,99.43,1
Northeast,MA,gonçalves dias,99.25,1
Northeast,BA,filadélfia,99.16000000000001,1
South,RS,barao do triunfo,99.13999999999999,1
Northeast,RN,pedro velho,99.11,1
Northeast,BA,carnaiba do sertao,99.1,1
Southeast,MG,capitao eneas,98.84,1
South,SC,coronel freitas,98.64999999999999,1
North,TO,arapoema,98.57,1
Southeast,ES,ponto belo,98.56,1
Southeast,MG,brasilandia de minas,98.49,1
Central-West,GO,ouro verde de goias,98.23,1
Southeast,MG,ewbank da camara,98.16,1
South,RS,tres forquilhas,98.13,1
Northeast,RN,antônio martins,97.67,1
Southeast,SP,rincão,97.63,1
Northeast,BA,anagé,97.38,1
Southeast,RJ,passa três,97.37,2
Northeast,PB,pilar,96.95,1
Central-West,GO,teresina de goiás,96.8,1
Southeast,RJ,santa rita da floresta,96.8,1
South,SC,monte castelo,96.65,1
Southeast,MG,olaria,96.22,1
Southeast,MG,campo azul,96.22,1
Southeast,MG,rio doce,96.2,1
Southeast,SP,ubirajara,96.09,1
Southeast,MG,pedra do indaiá,96.08,1
Southeast,MG,itutinga,96.01,1
Northeast,PB,pedra branca,95.84,1
Northeast,BA,aracatu,95.75999999999999,1
Northeast,BA,boquira,95.67,1
North,TO,fatima,95.64,1
Southeast,SP,taboao da serra,95.38,2
South,PR,perobal,95.31,1
Southeast,SP,santa salete,95.0,1
North,PA,igarape-acu,94.76,1
Central-West,GO,divinopolis de goias,94.3,1
Southeast,MG,alagoa,93.98,1
South,PR,ilha dos valadares,93.59,1
Southeast,SP,iaras,93.57,1
South,RS,taquaruçu do sul,93.28999999999999,1
South,PR,porto amazonas,93.21,2
Southeast,MG,dom cavati,93.08,1
North,AM,itacoatiara,92.97999999999999,1
South,SC,novo horizonte,92.67,1
South,PR,mato rico,92.65,1
Southeast,MG,nacip raydan,92.16000000000001,1
Southeast,MG,campo florido,92.02,1
Northeast,BA,ibirataia,91.72,2
Central-West,MS,sonora,91.38,2
Southeast,MG,sao francisco do gloria,91.35000000000001,1
South,RS,lagoa dos tres cantos,91.18,1
Southeast,SP,nantes,91.05,1
Northeast,SE,riachuelo,90.97,1
Northeast,PB,santo andre,90.9,1
Northeast,PB,mae d'agua,90.89,1
Southeast,RJ,macuco,90.88000000000001,1
South,RS,viamao,90.81,1
South,PR,inajá,90.3,2
Southeast,MG,felixlandia,90.28,1
Southeast,SP,salmourao,90.27,2
Southeast,SP,cassia dos coqueiros,90.17,1
Northeast,PE,alianca,89.92999999999999,1
Southeast,SP,onda verde,89.49000000000001,1
South,RS,nova padua,89.36000000000001,1
Southeast,MG,frei gaspar,89.19,1
South,PR,adrianopolis,89.17,1
Northeast,BA,salobro,89.15,1
Southeast,SP,suzanapolis,88.94,1
Southeast,MG,santo antônio do aventureiro,88.91999999999999,1
South,SC,bom retiro,88.37,1
Northeast,CE,pedra branca,88.15,2
Central-West,MT,itanhangá,88.05,1
Southeast,SP,guatapará,87.97,1
Northeast,PB,pedra lavrada,87.9,1
Northeast,PI,alvorada do gurguéia,87.85,1
Southeast,SP,paranapuã,87.80000000000001,2
Northeast,CE,uruburetama,87.8,1
Northeast,CE,croatá,87.8,1
Northeast,MA,passagem franca,87.66,1
Southeast,MG,morro do pilar,87.64,1
Southeast,MG,ibirite,87.64,1
South,RS,piratini,87.64,1
South,PR,matelândia,87.6,2
Northeast,BA,teodoro sampaio,87.28,1
Southeast,SP,termas de ibira,87.15,1
South,RS,sao jorge,87.02000000000001,1
North,TO,buriti do tocantins,86.78999999999999,1
Southeast,MG,ravena,86.72999999999999,1
Northeast,RN,vicosa,86.58,1
Southeast,RJ,valao do barro,86.53999999999999,1
Northeast,BA,ibipeba,86.39,1
Central-West,MS,anaurilandia,86.24,1
South,PR,florida,86.15,1
South,PR,formosa do oeste,86.15,1
North,PA,jacareacanga,86.03999999999999,1
Southeast,SP,guaratingueta,86.03,1
Southeast,MG,cascalho rico,85.92,1
Southeast,ES,laranja da terra,85.60000000000001,1
North,PA,mocajuba,85.6,1
Southeast,MG,sao thome das letras,85.5,2
Southeast,MG,moeda,85.46000000000001,1
Central-West,MS,terenos,85.26,1
Northeast,AL,matriz de camaragibe,84.9,1
Southeast,SP,pontalinda,84.75,2
Northeast,RN,bodo,84.57,1
Central-West,GO,mossâmedes,84.14,1
Northeast,AL,murici,84.05,1
South,PR,serra dos dourados,83.33,1
Central-West,MS,anhandui,83.23,1
Northeast,MA,bela vista do maranhao,83.15,1
Southeast,SP,planalto,83.06,1
North,PA,pau d'arco,83.05,1
Southeast,MG,sao mateus de minas,82.88,1
Northeast,BA,dom macedo costa,82.83,1
Northeast,MA,sao francisco do brejao,82.75,1
Northeast,RN,lagoa salgada,82.72,1
Central-West,GO,brazabrantes,82.7,2
Northeast,CE,taperuaba,82.42,1
Northeast,BA,salinas da margarida,82.12,1
Southeast,MG,bertópolis,82.12,1
South,RS,rainha do mar,82.03,1
Southeast,MG,paineiras,81.98,1
Northeast,PB,jacaraú,81.96000000000001,1
South,RS,pouso novo,81.82,1
Southeast,SP,iacri,81.62,2
Northeast,MA,humberto de campos,81.57,1
Northeast,CE,amontada,81.57,1
South,PR,conselheiro mairinck,81.55,1
Northeast,BA,lamarao,81.34,1
Northeast,PI,angical do piauí,80.92,1
Southeast,MG,camacho,80.9,1
Southeast,MG,rubelita,80.88,1
North,RO,castanheiras,80.8,1
South,PR,nossa senhora das gracas,80.75,2
Northeast,BA,caém,80.02,1
South,PR,santo inacio,79.7,1
South,PR,candoi,79.5,1
South,RS,tapera,79.07,1
Northeast,MA,rosário,79.04,1
South,RS,garruchos,79.03999999999999,1
Northeast,RN,são tomé,78.84,1
Northeast,BA,cairu,78.64,1
Southeast,MG,berilo,78.22,1
South,SC,galvao,78.02,1
Southeast,SP,itaoca,78.00999999999999,1
Northeast,BA,jandaira,77.98,1
Northeast,RN,agua nova,77.67,1
South,RS,novo machado,77.66,1
Southeast,MG,mesquita,77.57,1
South,RS,cerrito,77.57,1
Southeast,MG,santa rita do itueto,77.57,1
Southeast,RJ,sampaio correia,77.57,1
Southeast,MG,padre paraíso,77.57,1
South,RS,porto lucena,77.56,1
Southeast,MG,queixada,77.28999999999999,1
Central-West,MT,novo mundo,77.13,1
Southeast,MG,sao domingos,77.06,1
Central-West,MS,angelica,76.86,1
South,SC,rio rufino,76.66,1
South,PR,nova américa da colina,76.65,1
Northeast,MA,maranhaozinho,76.57,1
Northeast,BA,guaratinga,76.57,2
Southeast,MG,itaguara,76.47,2
Northeast,BA,sento sé,76.08,1
Central-West,MS,glória de dourados,76.0,1
Northeast,PI,sebastiao leal,75.89,1
South,RS,nova boa vista,75.85,1
South,RS,sete de setembro,75.72999999999999,1
Northeast,PB,prata,75.72999999999999,1
Southeast,MG,pavao,75.63,1
North,PA,juruti,75.53,1
South,PR,uniao da vitoria,75.25,1
Southeast,SP,guarapua,75.17,1
Southeast,ES,praia grande (fundão) - distrito,75.08,1
Central-West,MS,brasilandia,75.07,1
Central-West,GO,hidrolândia,74.5,1
Southeast,SP,pedranopolis,74.41,1
Southeast,MG,tocos do moji,74.36,1
Southeast,MG,ponto dos volantes,74.3,2
South,RS,jacuizinho,74.26,1
Northeast,RN,vera cruz,74.14,1
Southeast,SP,piacatu,74.13,1
Southeast,SP,corumbatai,74.13,2
Northeast,AL,girau do ponciano,74.05,1
Southeast,MG,lagoa dos patos,74.05,1
Northeast,PE,tamandare,73.84,1
Northeast,BA,varzea do poco,73.83,1
Northeast,BA,condeuba,73.83,1
Southeast,ES,sao joao do sobrado,73.56,1
South,SC,guaraciaba,73.38,1
Southeast,SP,óleo,73.34,1
Northeast,BA,cocos,73.27000000000001,1
Northeast,BA,chorrochó,73.18,1
South,RS,itaara,73.15,1
South,PR,alto paraíso,73.15,1
South,PR,bocaiuva do sul,72.7,2
Central-West,MT,são josé do xingu,72.52,1
Southeast,MG,dores de guanhães,72.48,1
Southeast,SP,anhumas,72.42,1
Northeast,CE,capistrano,72.16,1
Southeast,RJ,piao,72.14,1
South,PR,santa cecilia do pavao,72.14,1
Southeast,MG,serra do salitre,72.05,1
Northeast,CE,tabuleiro do norte,71.88,1
Southeast,SP,jamaica,71.85,1
Southeast,SP,sarutaiá,71.82,1
Northeast,BA,amargosa,71.81,1
South,RS,pontão,71.78999999999999,1
South,PR,santana do itarare,71.53,1
Southeast,MG,cajuri,71.53,1
South,PR,barra do jacare,71.42999999999999,1
Southeast,SP,populina,71.3,1
Central-West,MS,porto murtinho,71.15,1
South,RS,novo cabrais,71.15,1
South,PR,campo do tenente,71.03999999999999,1
Southeast,MG,jaguaracu,71.03999999999999,1
Southeast,SP,palmares paulista,70.92999999999999,1
Northeast,SE,sao miguel do aleixo,70.86,1
Southeast,MG,santana de pirapama,70.74,1
South,SC,presidente nereu,70.61,1
Southeast,SP,taiaçu,70.51,1
Northeast,CE,itaicaba,70.03,1
Southeast,SP,rubiao junior,70.03,1
South,PR,juranda,69.94,2
Southeast,SP,pereiras,69.69,1
