region_name,state_abbr,city_name,total_revenue,num_orders
Southeast,MG,rio piracicaba,580.14,4
Northeast,BA,mutuipe,580.09,4
Southeast,MG,carmo da mata,578.61,6
Northeast,PI,castelo do piauí,577.6700000000001,2
Southeast,MG,pote,577.53,3
Southeast,SP,tupi paulista,577.2000000000002,6
Central-West,MT,cocalinho,576.56,4
South,PR,florestopolis,575.77,3
North,PA,breu branco,575.7,3
Southeast,SP,analandia,575.7,4
Northeast,BA,itarantim,574.72,3
Southeast,ES,muqui,574.3800000000001,4
Northeast,BA,cachoeira,573.71,4
North,RO,machadinho doeste,572.96,3
Southeast,MG,santa maria de itabira,570.49,4
Northeast,PI,esperantina,569.46,4
South,PR,areia branca dos assis,569.4300000000001,3
Northeast,PB,soledade,568.75,3
Southeast,SP,areias,568.6300000000001,3
South,SC,corupa,568.43,4
Central-West,GO,alexania,568.25,5
Southeast,MG,congonhal,568.1899999999999,4
Southeast,MG,lajinha,567.6899999999999,3
Central-West,MT,denise,566.63,2
Northeast,PE,barra de guabiraba,565.8,2
Southeast,MG,inhapim,565.35,7
South,PR,kalore,563.96,2
Northeast,BA,milagres,563.4399999999999,2
South,PR,lobato,562.77,3
South,PR,barbosa ferraz,562.57,3
Central-West,GO,edeia,560.9100000000001,4
Northeast,BA,ibicaraí,559.5999999999999,5
Northeast,CE,penaforte,559.03,2
Southeast,MG,presidente olegario,557.4100000000001,6
South,PR,altonia,557.18,3
Northeast,MA,tutoia,556.87,2
Southeast,SP,severínia,556.45,5
South,PR,astorga,556.28,7
Northeast,RN,jardim do seridó,555.81,3
Northeast,BA,paramirim,555.47,5
South,PR,araruna,555.07,4
South,PR,paula freitas,553.46,1
Southeast,MG,pedrinópolis,553.3,3
Northeast,MA,pinheiro,553.23,4
South,RS,entre-ijuis,552.52,3
Southeast,MG,matipó,552.35,4
Northeast,CE,baturité,551.09,3
Northeast,BA,sao sebastiao do passe,550.53,5
South,RS,jaquirana,547.98,1
Southeast,MG,sao geraldo,547.8100000000001,4
South,PR,xambre,547.74,2
North,AC,senador guiomard,547.09,2
Northeast,SE,poço redondo,546.78,1
Northeast,CE,boa viagem,546.76,3
South,PR,sao pedro do ivai,546.72,3
Southeast,MG,guarara,546.5699999999999,2
Northeast,MA,pio xii,546.03,1
Northeast,PE,bom jardim,545.35,2
Northeast,CE,ipu,545.2,4
Northeast,PB,bananeiras,544.74,5
Southeast,RJ,sao jose de uba,544.52,3
Southeast,MG,pedra azul,543.8000000000001,5
Northeast,CE,trairi,543.53,2
Northeast,PI,eliseu martins,543.06,4
Northeast,AL,pindoba,542.52,2
Northeast,BA,curaçá,542.24,3
North,PA,capitao poco,540.89,3
Southeast,SP,cedral,540.35,6
South,PR,rio azul,538.54,5
Northeast,CE,pacuja,538.4,1
Southeast,MG,são joão do manteninha,537.22,3
Southeast,MG,irai de minas,536.94,2
South,SC,praia grande,536.92,4
South,PR,rio bonito do iguaçu,536.22,4
Southeast,ES,apiaca,534.42,6
Southeast,MG,ipiacu,534.0899999999999,3
Northeast,AL,colônia leopoldina,531.85,2
Northeast,BA,itabela,529.97,4
Southeast,MG,gameleiras,529.94,3
Northeast,MA,cidelandia,528.8,1
Southeast,MG,chapada gaúcha,528.01,4
South,SC,rio fortuna,527.47,3
Central-West,MT,diamantino,527.42,7
South,PR,rio branco do sul,526.72,6
Southeast,ES,dores do rio preto,526.3299999999999,4
Northeast,BA,ipupiara,525.85,1
Northeast,PE,ipubi,525.79,3
Northeast,PE,itambé,525.5,4
Northeast,PB,paulista,525.46,1
South,PR,ceu azul,525.2900000000001,7
Southeast,SP,terra roxa,525.0600000000001,3
Southeast,MG,sao romao,524.0600000000001,5
South,PR,cruz machado,523.23,3
Central-West,MS,bela vista,522.88,3
Northeast,BA,fatima,522.28,2
Southeast,MG,alto caparao,522.0799999999999,2
Northeast,PE,amaraji,521.89,2
North,PA,cameta,521.85,4
South,PR,japurá,521.54,5
Northeast,CE,sao goncalo do amarante,520.94,5
South,SC,vargeão,520.65,1
Northeast,BA,pintadas,520.5,2
Central-West,MT,dom aquino,520.36,3
Northeast,BA,jiquiriçá,519.9300000000001,1
Southeast,SP,torrinha,519.4200000000001,6
South,PR,cambira,519.35,2
Northeast,PB,solânea,519.29,1
Southeast,MG,cabo verde,519.17,3
Northeast,CE,caririacu,519.14,2
South,RS,palmares do sul,518.4,5
Southeast,MG,santa maria do suacui,517.75,2
Southeast,SP,pedra bela,517.33,3
Southeast,MG,cristália,517.3100000000001,3
North,PA,nova ipixuna,517.03,1
Southeast,MG,maravilhas,516.36,4
Southeast,SP,ribeirao branco,515.49,2
South,PR,diamante do norte,515.27,5
North,PA,dom eliseu,515.0799999999999,5
South,RS,montauri,514.4200000000001,2
Southeast,SP,itapirapua paulista,514.0699999999999,2
Northeast,RN,portalegre,513.01,2
Northeast,PE,brejo da madre de deus,512.73,4
Central-West,GO,nova aurora,512.62,1
Central-West,GO,bonfinópolis,512.6,2
South,PR,capitao leonidas marques,512.0899999999999,5
Southeast,SP,guaraci,511.57000000000005,2
Northeast,BA,iraquara,510.63,5
Central-West,GO,sanclerlândia,510.34000000000003,4
Central-West,MT,guarantã do norte,509.2900000000001,5
Southeast,SP,dobrada,508.9,2
Northeast,RN,santo antonio,507.98,1
Southeast,MG,perdigao,507.58,7
Northeast,BA,gandu,507.45,4
Southeast,MG,minas novas,507.14,4
South,RS,sao jose do ouro,507.09,5
North,PA,bom jesus do tocantins,506.46,3
Northeast,BA,nazaré,504.82000000000005,3
North,RO,seringueiras,504.64,2
Southeast,MG,palma,504.04999999999995,4
Southeast,MG,cachoeira de pajeú,504.03,3
Southeast,ES,mantenópolis,503.02,4
Central-West,MT,juara,502.95000000000005,5
Southeast,MG,limeira d oeste,502.42999999999995,2
Southeast,SP,quadra,501.88,3
Northeast,MA,carolina,500.69,2
South,SC,dionísio cerqueira,500.54,3
Northeast,BA,iaçu,499.85,4
Central-West,MT,terra nova do norte,499.34999999999997,3
Southeast,MG,campos altos,498.61,5
South,PR,general carneiro,498.52000000000004,5
Southeast,SP,ibirarema,498.18999999999994,5
Southeast,MG,iapu,497.92999999999995,4
Southeast,ES,itaoca,497.2,2
South,SC,salto veloso,497.07,4
Southeast,MG,são joão da ponte,496.76,1
South,PR,nova santa rosa,496.62000000000006,4
Northeast,CE,altaneira,496.26,2
Southeast,SP,magda,496.07,2
Central-West,MS,bodoquena,495.53,2
Central-West,GO,itapirapuã,495.34,2
South,RS,santo antonio das missoes,495.32000000000005,4
Northeast,BA,arembepe,494.05999999999995,2
South,PR,rebouças,493.38,6
Northeast,BA,baianopolis,493.28,2
Northeast,RN,apodi,492.07,3
Central-West,MT,peixoto de azevedo,491.56,4
Northeast,MA,barreirinhas,490.72999999999996,4
Northeast,PB,rio tinto,490.25,2
Southeast,SP,roseira,490.14000000000004,5
South,SC,sao martinho,489.99,2
Central-West,GO,pontalina,488.71999999999997,2
Northeast,PE,santa maria da boa vista,488.56999999999994,2
South,PR,vera cruz do oeste,488.34000000000003,3
Northeast,BA,remanso,487.98999999999995,5
Southeast,MG,bom repouso,487.95,4
Northeast,PE,carnaiba,487.15,2
Southeast,SP,tabatinga,487.11,5
Northeast,CE,tamboril,485.92,3
Southeast,SP,pedrinhas paulista,485.48,4
Southeast,MG,dom silverio,484.12,4
Northeast,PI,bertolinia,483.87,1
South,SC,ponte serrada,483.78,3
Northeast,PE,serrita,483.72,2
South,SC,balneario barra do sul,482.62,4
Southeast,SP,brauna,482.35,5
Southeast,MG,rodeiro,482.21,3
Southeast,SP,elias fausto,481.48,5
Southeast,RJ,itaborai,480.72,4
Northeast,BA,rio real,480.5999999999999,3
Southeast,MG,tumiritinga,480.31,1
Southeast,RJ,glicerio,480.25,2
Northeast,PE,sertania,479.92,4
Southeast,SP,joão ramalho,479.57000000000005,3
South,SC,massaranduba,479.34,3
Southeast,MG,tombos,479.11,5
Northeast,BA,itambé,478.76,3
Northeast,CE,aquiraz,478.65000000000003,2
South,PR,santa isabel do ivaí,478.6,3
Northeast,BA,jucurucu,478.31,2
Northeast,BA,ituaçu,478.07000000000005,3
Southeast,MG,mendes pimentel,477.72999999999996,5
Northeast,CE,forquilha,477.45000000000005,4
Southeast,MG,munhoz,477.12,4
Southeast,MG,santo antônio do amparo,477.0300000000001,4
Central-West,MS,nova alvorada do sul,476.8799999999999,3
Southeast,ES,pedro canário,476.54999999999995,5
Northeast,PE,são joão,476.52,1
Southeast,SP,santa cruz da conceicao,476.27000000000004,4
North,TO,sitio novo do tocantins,476.27,2
Southeast,MG,jacuí,475.87,4
Northeast,AL,paulo jacinto,475.5799999999999,2
Central-West,MS,ladario,475.57000000000005,5
Southeast,SP,panorama,474.64000000000004,5
Southeast,SP,silveiras,474.25,3
Southeast,MG,martinho campos,473.7,2
Southeast,ES,muniz freire,473.61,3
Northeast,CE,jardim,473.44000000000005,2
Southeast,SP,jacarei,473.21999999999997,3
Northeast,RN,são miguel do gostoso,473.04,2
Southeast,SP,clementina,472.98,4
Northeast,BA,cândido sales,472.52,3
Northeast,PB,barra de santa rosa,472.32,2
North,RO,nova brasilandia d oeste,472.14,2
Central-West,MS,batayporã,472.12,3
Central-West,GO,joviania,472.11,5
Northeast,PB,imaculada,471.91,3
South,RS,nova bassano,471.77,4
South,SC,nova veneza,470.90000000000003,3
Southeast,MG,juruaia,470.59,6
Southeast,SP,riolândia,470.31,3
Northeast,RN,almino afonso,470.01,1
South,RS,tupancireta,469.51,4
Northeast,SE,pinhao,469.47,1
Northeast,AL,mata grande,469.35,2
Southeast,MG,luminarias,468.68,3
Southeast,MG,piedade do rio grande,466.9,3
Northeast,BA,caravelas,466.78000000000003,3
South,RS,nova palma,466.62,2
Southeast,MG,bandeira do sul,466.30000000000007,2
South,PR,centenário do sul,465.35,4
South,RS,boa vista do cadeado,464.98,1
Northeast,MA,alcântara,464.86,1
Northeast,BA,rodelas,464.74999999999994,3
Northeast,AL,junqueiro,464.40999999999997,2
South,PR,guaraniacu,463.62,5
Southeast,ES,água doce do norte,463.5200000000001,4
Southeast,MG,monte verde,463.45000000000005,3
South,SC,governador celso ramos,463.36,3
Northeast,AL,anadia,462.59999999999997,2
Northeast,CE,arneiroz,462.53,2
South,RS,vila flores,462.5,3
Northeast,PE,passira,461.72,1
Southeast,SP,palmeira doeste,461.33,6
Southeast,MG,jesuania,461.09,5
Northeast,MA,capinzal do norte,460.6,2
Northeast,PB,santa luzia,460.49,5
South,SC,ibiam,460.34,4
Southeast,MG,itau de minas,460.03,5
Northeast,BA,lagoa real,459.92,1
South,RS,são paulo das missões,459.26000000000005,2
South,SC,mondai,458.31,2
South,RS,arroio grande,457.84000000000003,3
Southeast,SP,colômbia,457.24,5
Northeast,PE,nossa senhora do o,457.19,2
Southeast,ES,sooretama,456.35,5
South,PR,carambeí,456.25,3
Southeast,SP,arandu,455.65,4
South,SC,lontras,455.59000000000003,3
Northeast,PB,pitimbu,455.10999999999996,1
Northeast,RN,goianinha,454.71000000000004,3
North,TO,taguatinga,454.45000000000005,3
Southeast,SP,santa lucia,454.26,3
Northeast,CE,ipaporanga,453.81,2
Northeast,CE,milagres,452.89,2
South,PR,japira,451.94000000000005,3
South,PR,alto parana,451.84,2
Southeast,MG,são pedro da união,451.64,3
South,RS,aurea,451.5,2
Northeast,BA,carinhanha,451.5,2
South,SC,balneário arroio do silva,450.66999999999996,4
South,PR,colonia vitoria,450.5300000000001,6
Northeast,PE,altinho,449.82,2
Central-West,GO,indiara,449.47,4
Southeast,MG,são joão do paraíso,449.43000000000006,4
South,RS,redentora,449.34000000000003,3
South,RS,são martinho,448.32000000000005,1
Northeast,PE,afranio,448.03999999999996,2
Southeast,SP,sud mennucci,448.01,5
North,AM,humaita,447.71,4
Northeast,BA,tanque novo,447.39,3
South,PR,ribeirão do pinhal,447.33000000000004,5
Southeast,MG,cruzilia,447.26000000000005,4
South,SC,jacinto machado,447.16999999999996,4
North,AC,xapuri,445.89,2
Southeast,MG,manga,445.78999999999996,3
Southeast,MG,iguatama,445.55999999999995,4
Central-West,MT,porto alegre do norte,445.32,1
Northeast,CE,aurora,444.7,3
Southeast,RJ,rio claro,444.48,3
South,SC,balneário rincão,444.3,3
Southeast,MG,confins,444.25,1
Southeast,MG,cambuquira,444.24,5
Northeast,MA,bacuri,444.21000000000004,3
Southeast,MG,serra dos aimores,443.08000000000004,5
Southeast,SP,adolfo,441.59000000000003,5
Central-West,MT,reserva do cabacal,440.88,2
Central-West,GO,são simão,440.52,4
Southeast,MG,piedade dos gerais,440.1600000000001,3
Northeast,PI,pedro ii,440.15,2
North,PA,augusto correa,440.00000000000006,3
Northeast,BA,antonio cardoso,439.92,2
South,PR,candido de abreu,439.92,4
Southeast,RJ,santanesia,439.58,4
South,PR,planalto,439.03,4
Northeast,MA,dom pedro,438.68000000000006,3
Northeast,AL,satuba,438.32,2
Northeast,PE,tuparetama,437.69000000000005,3
South,RS,tucunduva,437.36,3
Southeast,MG,sao joao batista do gloria,436.83000000000004,3
Southeast,SP,narandiba,436.65999999999997,2
Southeast,ES,são roque do canaã,436.01,5
Southeast,SP,quintana,435.85,4
Southeast,MG,francisco badaro,435.80999999999995,3
North,PA,rio maria,435.57,3
North,TO,natividade,435.27,1
Northeast,BA,bonito,435.25,2
Southeast,MG,itinga,434.67,3
Northeast,PE,ribeirao,434.53000000000003,4
North,TO,conceição do tocantins,433.97,3
South,SC,rio do oeste,433.84000000000003,3
South,PR,moreira sales,433.47999999999996,3
Southeast,MG,rio casca,433.47,5
Southeast,SP,sales,433.12,5
South,RS,erval grande,432.74,2
South,PR,maripá,432.73,3
South,PR,alto piquiri,432.5,1
Northeast,PE,inaja,432.33,2
North,TO,bandeirantes do tocantins,432.2,2
Northeast,PE,canhotinho,430.49,2
North,RO,alvorada d'oeste,430.1,1
Northeast,BA,amelia rodrigues,430.02,3
North,TO,xambioá,429.76,3
Northeast,CE,aratuba,429.74,2
Northeast,RN,carnaubais,429.65000000000003,2
Southeast,SP,pongai,429.05,4
Central-West,GO,caiaponia,428.96999999999997,4
South,SC,saudades,428.94999999999993,4
Southeast,MG,santa rita de minas,428.77,3
Southeast,SP,santana de parnaiba,428.34000000000003,5
Southeast,SP,iacanga,427.95000000000005,6
Northeast,MA,estreito,427.65000000000003,3
Northeast,BA,serrolândia,427.35,3
Southeast,SP,itapura,426.5999999999999,6
North,AP,laranjal do jari,426.18000000000006,2
South,SC,aurora,425.47,2
Southeast,SP,três fronteiras,425.25,5
North,AP,oiapoque,425.24,1
Southeast,MG,sao domingos do prata,424.99,4
Northeast,AL,feliz deserto,423.75,2
Northeast,CE,maranguape,423.63,4
South,PR,floraí,422.95,2
Northeast,MA,paraibano,422.90999999999997,3
South,RS,maximiliano de almeida,422.55000000000007,3
Southeast,MG,montalvânia,422.43,3
Southeast,MG,madre de deus de minas,422.11,3
Northeast,CE,apuiares,421.56000000000006,2
South,RS,jari,421.21000000000004,4
Northeast,BA,ibitira,421.03,1
South,PR,santa tereza do oeste,420.59000000000003,3
Central-West,GO,vicentinopolis,420.54999999999995,2
Southeast,SP,taciba,419.6,2
Northeast,CE,amanari,419.39,1
Southeast,MG,bandeira,419.21000000000004,3
Northeast,PE,camocim de são félix,419.02,2
Central-West,GO,nova veneza,419.0,4
Southeast,SP,valentim gentil,418.87,3
Northeast,MA,coelho neto,418.6,3
Central-West,MT,cláudia,418.38,4
South,RS,mata,418.35,1
South,RS,capela de santana,417.53000000000003,2
Northeast,MA,governador eugênio barros,417.45,1
Northeast,BA,caldeirao grande,417.25,3
Central-West,GO,agua limpa,416.8,1
Southeast,SP,florida paulista,416.53,4
Southeast,ES,mucurici,415.66,1
Southeast,SP,ribeirão do sul,415.45,3
Southeast,SP,embauba,414.81,1
South,SC,ascurra,414.25,4
Southeast,SP,estrela d'oeste,413.78,2
Southeast,MG,abadia dos dourados,413.5,3
Southeast,MG,virgolândia,413.44,2
Central-West,GO,campos verdes,413.04,1
Southeast,MG,pingo-d'agua,413.02000000000004,1
Northeast,RN,acari,412.43,1
Southeast,MG,sabinópolis,412.4,5
Northeast,CE,monsenhor tabosa,412.32000000000005,3
Southeast,MG,conceicao das pedras,412.05,4
Southeast,MG,chapada do norte,411.86999999999995,2
South,PR,tomazina,411.31000000000006,3
South,RS,sertão,410.35,3
South,RS,caibate,410.31999999999994,2
Northeast,RN,pendencias,410.02,2
Southeast,MG,sao felix de minas,409.5,1
Southeast,SP,jumirim,408.24,3
Central-West,GO,fazenda nova,407.77,4
Central-West,GO,palmeiras de goias,407.33000000000004,3
Southeast,MG,pains,406.77000000000004,3
Northeast,BA,serra do ramalho,406.71999999999997,4
North,RO,sao francisco do guapore,405.61,2
Southeast,SP,pindorama,405.52,2
South,PR,pien,405.37,4
South,PR,quitandinha,405.09,2
Southeast,MG,goncalves,405.07,3
Northeast,MA,sucupira do norte,404.20000000000005,2
Southeast,SP,indiaporã,404.14,3
South,SC,concordia,403.83000000000004,3
North,RO,urupa,403.21,3
South,RS,sobradinho,403.11,3
Central-West,GO,ouvidor,401.07,1
South,RS,capao do cipo,400.99,3
Southeast,MG,senador cortes,400.65999999999997,1
South,RS,cambara do sul,400.64,1
Northeast,BA,itatim,400.46,3
Southeast,MG,piranga,400.39,4
Southeast,MG,santa margarida,400.35,2
Southeast,MG,guidoval,400.11,2
Northeast,PE,cumaru,399.98,2
Southeast,MG,itacarambi,399.58000000000004,3
Northeast,BA,pocoes,399.2,2
Southeast,SP,álvaro de carvalho,399.0,2
Southeast,ES,conceição da barra,398.59,3
Northeast,CE,chorozinho,398.42,1
Central-West,GO,itapaci,398.11,4
Northeast,AL,porto calvo,397.93,2
Southeast,MG,sao goncalo do rio preto,397.9,3
Northeast,BA,ibipitanga,396.72,2
Central-West,MT,arenapolis,396.46000000000004,2
North,PA,brasil novo,396.1,3
South,PR,são jorge do ivaí,395.96,1
South,SC,guarujá do sul,395.63,4
Southeast,SP,jambeiro,395.03999999999996,4
Northeast,AL,igaci,395.0,2
Southeast,MG,soledade de minas,394.78,5
Central-West,MT,juruena,394.38,3
South,RS,santa clara do sul,394.12,2
South,PR,ângulo,394.06,3
Northeast,BA,morpara,393.73,2
Northeast,PI,união,393.32,1
South,PR,tapejara,393.24,2
Northeast,PB,frei martinho,393.21000000000004,2
Southeast,MG,taquaraçu de minas,392.66,2
North,PA,itaituba,392.63,3
South,PR,joaquim távora,392.01,3
Southeast,SP,timburi,390.86,3
Southeast,SP,lavinia,390.4100000000001,4
Southeast,ES,iconha,390.13000000000005,5
Northeast,PE,oroco,389.46000000000004,3
Southeast,SP,indiana,389.33000000000004,3
Central-West,MS,itaquirai,388.72,2
Southeast,SP,macedônia,388.43000000000006,4
Southeast,MG,serra azul de minas,388.01,2
Northeast,BA,itiuba,387.5,4
Central-West,MT,campinapolis,387.09,3
Northeast,MA,bequimao,386.15,1
Southeast,MG,itapeva,386.1,5
South,PR,tibagi,386.07000000000005,4
South,SC,anita garibaldi,385.92999999999995,5
Northeast,PE,camutanga,385.34000000000003,3
South,PR,santa mônica,384.83000000000004,2
Southeast,MG,prudente de morais,384.76000000000005,3
Southeast,MG,campestre,384.32,3
South,PR,jundiai do sul,384.01,3
Northeast,BA,barra do mendes,383.28,3
Northeast,PB,belem,383.03,1
Southeast,MG,tabuleiro,382.78000000000003,2
Southeast,MG,são tomás de aquino,382.55999999999995,3
Southeast,MG,florestal,382.46999999999997,3
Southeast,SP,tejupá,382.40000000000003,3
Southeast,MG,serrania,382.17,2
Southeast,RJ,tocos,381.47,2
Central-West,MT,nova lacerda,380.75,1
South,SC,tres barras,380.56,5
Southeast,SP,barra do turvo,380.5,3
Southeast,MG,volta grande,379.96000000000004,4
Northeast,CE,pereiro,379.74,3
Southeast,SP,birigui,379.64,3
Northeast,AL,marechal deodoro,379.2,1
Northeast,AL,paripueira,379.2,1
Southeast,SP,moncoes,379.13,2
Southeast,SP,sao jose da bela vista,379.07,3
South,SC,urubici,378.58000000000004,3
South,PR,santa terezinha de itaipu,378.11,3
South,SC,ipumirim,377.52000000000004,5
Northeast,AL,canapi,377.32,1
Northeast,BA,ponto novo,377.0,1
Northeast,RN,sao vicente,376.40999999999997,2
Southeast,MG,inimutaba,376.39,2
Southeast,MG,itanhomi,375.53000000000003,4
Southeast,MG,coroaci,374.99,2
Southeast,SP,são francisco da praia,374.70000000000005,3
Southeast,MG,belo vale,374.48,3
South,SC,tangara,373.82,1
Northeast,PE,lagoa do ouro,373.35,2
South,PR,santa mariana,373.34999999999997,4
South,RS,são josé do hortêncio,373.23,2
North,PA,moju,372.88,4
South,SC,monte carlo,372.87,3
Southeast,SP,nipoa,372.35,2
Southeast,ES,vargem alta,372.35,5
South,SC,irani,372.32000000000005,4
South,RS,hulha negra,372.06,1
Northeast,PE,ibimirim,372.03,3
Northeast,PE,itapetim,371.99,2
South,PR,reserva,371.55,3
Southeast,SP,bento de abreu,371.48,2
South,SC,siderópolis,371.11,4
Northeast,MA,olho d agua das cunhas,370.97,2
Northeast,PE,itapissuma,370.86,3
Southeast,MG,carmo da cachoeira,370.64,4
North,TO,pedro afonso,368.9,3
South,RS,nova esperanca do sul,368.64,2
Southeast,SP,iepe,368.51,5
South,SC,itá,368.03,3
Southeast,MG,papagaios,367.66,4
Northeast,PB,coremas,367.59,3
South,RS,boa vista das missoes,367.56,1
Northeast,BA,sao francisco do conde,367.33,3
Southeast,MG,granada,367.28999999999996,5
Southeast,SP,glicério,366.88,2
Southeast,MG,vargem grande do rio pardo,365.98,1
Southeast,MG,maria da fé,365.65,3
Southeast,MG,aiuruoca,365.03,4
Northeast,BA,pilão arcado,364.68000000000006,4
South,PR,curiúva,364.52,4
Southeast,MG,cassia,364.41,6
Northeast,PB,sumé,364.39,3
Northeast,CE,jucás,363.96,1
Northeast,BA,cordeiros,363.64,1
Central-West,MT,novo sao joaquim,362.64,3
Northeast,PE,santa cruz,362.46000000000004,2
Northeast,RN,montanhas,361.07,1
South,RS,tupandi,361.03999999999996,3
Southeast,MG,ubaporanga,360.71000000000004,3
South,RS,palmitinho,359.98999999999995,5
Northeast,BA,barra do tarrachil,359.94,3
Northeast,BA,ibicoara,359.84000000000003,3
Northeast,SE,canindé de são francisco,359.83,2
South,PR,ivaté,358.34,3
Northeast,BA,araci,358.24,3
Southeast,MG,porteirinha,358.05,5
Central-West,MT,ribeirãozinho,358.01,2
North,PA,bonito,357.6,2
South,SC,anchieta,357.53000000000003,3
South,RS,imigrante,357.34999999999997,3
Northeast,PI,buriti dos lopes,356.82,2
Northeast,BA,vereda,356.65,2
South,RS,gaurama,356.61,3
Northeast,PI,gilbues,356.51,1
South,PR,santa izabel do oeste,356.35,2
Northeast,CE,cedro,356.11,1
Southeast,SP,ouro verde,356.03999999999996,3
Central-West,GO,pirenopolis,355.74,4
North,PA,curralinho,355.29,1
Southeast,SP,pardinho,355.06,1
Southeast,MG,dona euzébia,354.93999999999994,2
North,TO,cariri do tocantins,354.26,2
North,TO,formoso do araguaia,354.12,4
Southeast,SP,arapei,353.71,2
Southeast,MG,santana da vargem,353.59999999999997,4
Southeast,MG,verissimo,353.01,3
Northeast,MA,centro novo do maranhão,352.81,1
North,PA,vigia,352.65,3
Southeast,MG,ribeirao vermelho,352.53000000000003,2
South,PR,renascenca,352.23,4
Northeast,PB,pocinhos,351.92,3
Northeast,BA,santa inês,351.77,3
Northeast,AL,sao luis do quitunde,351.55,2
Northeast,AL,jequia da praia,351.24,2
Central-West,MT,são josé do rio claro,351.04999999999995,2
Northeast,RN,ceara mirim,351.02,2
South,SC,atalanta,351.0,1
Northeast,PE,joaquim nabuco,350.45000000000005,4
Northeast,PI,jose de freitas,350.42,3
Northeast,PB,itaporanga,349.91999999999996,2
Northeast,PE,pedra,349.79,3
South,PR,mariluz,349.65,2
Northeast,MA,porto franco,349.14,2
South,RS,pantano grande,348.93,3
South,RS,constantina,348.77,1
Southeast,MG,cabeceira grande,348.75,3
Southeast,SP,cruzalia,348.25,3
Northeast,PI,piracuruca,347.44,2
Southeast,SP,santo antônio do jardim,347.13,5
Northeast,BA,botuporã,346.51,1
Central-West,GO,americano do brasil,346.29,3
South,SC,campo alegre,346.28999999999996,3
Northeast,AL,olho d'agua das flores,346.07,3
Southeast,MG,vieiras,345.15,1
Southeast,MG,carneirinho,345.03,3
South,SC,nova itaberaba,344.77,2
Southeast,SP,inúbia paulista,344.7,3
Northeast,PB,princesa isabel,344.62,1
Southeast,MG,coluna,344.56,3
South,SC,rancho queimado,343.99,2
Northeast,BA,pedrao,343.71,1
South,SC,tunapolis,343.68,1
South,PR,sao joao do triunfo,343.4,3
Central-West,MS,miranda,343.15999999999997,4
North,PA,benevides,343.03000000000003,2
Northeast,PB,mari,342.8,3
Central-West,GO,rialma,342.48,3
Southeast,MG,itapagipe,341.5,5
South,PR,quatigua,341.35,5
Northeast,MA,campestre do maranhão,340.95,2
South,SC,nossa senhora de caravaggio,340.34000000000003,2
Central-West,GO,mundo novo,340.15,2
South,RS,dona francisca,340.15,2
Central-West,MT,alto garcas,340.06,2
North,PA,viseu,340.02,1
Southeast,SP,oscar bressane,339.93,3
Southeast,SP,arealva,339.88,4
Northeast,PB,alagoinha,339.52000000000004,2
South,PR,congonhinhas,338.86,2
North,RO,candeias do jamari,338.74,1
Northeast,BA,santa teresinha,338.1,2
South,RS,planalto,337.81,3
Central-West,MS,rio negro,336.89,1
Northeast,MA,são pedro da água branca,336.56,1
Southeast,MG,igaratinga,336.38,1
Central-West,MT,vera,336.24,3
South,SC,água doce,336.05,1
North,RO,buritis,335.58,2
Central-West,MT,vila rica,335.36,3
Central-West,MS,jardim,334.97,3
North,RO,colorado do oeste,334.64,3
Central-West,GO,maurilândia,334.51,4
South,PR,uraí,334.39,3
Southeast,MG,antônio prado de minas,334.21,3
Southeast,MG,recreio,334.19,3
Northeast,BA,santaluz,333.97,3
Southeast,MG,divinésia,333.51,1
Northeast,SE,tomar do geru,333.47,2
South,SC,sao jose do cerrito,333.34000000000003,3
Northeast,BA,wanderley,333.11,2
Southeast,MG,sao sebastiao do rio verde,332.58,1
Southeast,ES,rio bananal,332.32000000000005,4
Northeast,CE,abaiara,332.15,2
Northeast,CE,potengi,331.95000000000005,2
South,RS,nova alvorada,331.88,3
South,PR,inácio martins,331.28,5
Southeast,MG,riacho dos machados,331.25,3
South,SC,maracaja,331.25,2
Central-West,MT,nova monte verde,330.93,3
Northeast,BA,ibiraja,330.14,2
South,SC,balneario gaivota,329.12,3
South,SC,major vieira,329.03000000000003,3
Southeast,SP,bernardino de campos,328.87,4
South,RS,arvorezinha,328.79,4
Southeast,MG,setubinha,328.77,3
South,PR,indianopolis,328.55000000000007,4
South,PR,saudade do iguaçu,328.37,4
North,PA,santa isabel do para,328.35,1
Northeast,RN,serra de sao bento,328.15,2
Southeast,SP,vista alegre do alto,327.66999999999996,3
Southeast,ES,alto rio novo,327.23,2
South,PR,nova fátima,326.79,4
South,PR,itambaracá,326.27,2
Northeast,BA,presidente tancredo neves,325.58,4
Northeast,PE,vicencia,325.48,2
Northeast,BA,nova soure,325.43000000000006,3
Northeast,BA,itamari,324.99,3
South,RS,restinga seca,324.33,3
Northeast,MA,magalhães de almeida,323.52,1
Northeast,CE,araripe,323.37,2
Northeast,PE,mirandiba,323.16,3
Southeast,SP,rechan,322.37,2
Northeast,BA,bom jesus da serra,322.28999999999996,2
Southeast,SP,motuca,322.25,3
Northeast,PB,ibiara,321.98,1
South,SC,chapadao do lageado,321.90000000000003,1
Northeast,CE,novo oriente,321.4,3
Southeast,ES,jerônimo monteiro,321.11,2
South,RS,ibiaçá,320.87,2
Southeast,SP,ocaucu,320.77,5
Northeast,AL,piacabucu,320.4,2
Northeast,RN,sao paulo do potengi,319.78,2
